city,action,venue,primary_type,reviews,website,reason
"phoenix-central",hide,"Different Pointe of View",fine_dining_restaurant,2625,"http://www.tapatiocliffshilton.com/dining/different-pointe-of-view/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Pizzeria Bianco",italian_restaurant,2563,"https://www.pizzeriabianco.com/pizzeria-bianco-town-country","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Durant's",steak_house,2391,"https://www.durantsaz.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Cherryblossom Noodle cafe",asian_fusion_restaurant,2275,"https://www.cherryblossom-az.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Ziggys Magic Pizza Shop",pizza_restaurant,2205,"http://www.ziggyspizzaphx.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Blanco Tacos and Tequilas",mexican_restaurant,2164,"http://blancotacostequila.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Spinato's Pizzeria and Family Kitchen",italian_restaurant,2081,"https://www.spinatospizzeria.com/central-phoenix-location","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Glai Baan",thai_restaurant,1871,"https://www.glaibaanaz.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Spinato's Pizzeria and Family Kitchen",italian_restaurant,1777,"https://www.spinatospizzeria.com/north-phoenix-location","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"The Tamale Store",mexican_restaurant,1656,"http://www.thetamalestore.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Geordie's at Wrigley Mansion",american_restaurant,1621,"http://www.wrigleymansion.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Krachai Thai Kitchen",thai_restaurant,1612,"http://phoenixbestthaifood.com/index.htm","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Sushiholic",sushi_restaurant,1598,"http://sushiholicarcadia.carrd.co/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Presidio Cocina Mexicana",mexican_restaurant,1587,"https://www.presidiophx.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Ace of wingz",chicken_wings_restaurant,1510,"http://aceofwingz.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Original ChopShop",restaurant,1500,"https://originalchopshop.com/menu/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Barro's Pizza",pizza_restaurant,1462,"https://barrospizza.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Barro's Pizza",pizza_restaurant,1444,"https://barrospizza.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Wong's Chinese Dining",chinese_restaurant,1375,"http://wongs-chinesedining.com/","zero-HH cuisine (chinese_restaurant)"
"phoenix-central",hide,"Pei Wei Asian Kitchen",chinese_restaurant,1365,"https://www.peiwei.com/arizona/163-phoenix-mcdowell/","zero-HH cuisine (chinese_restaurant)"
"phoenix-central",hide,"Jewel's Bakery & Cafe",restaurant,1343,"http://www.jewelsbakeryandcafe.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Tacos Veganos",vegan_restaurant,1302,"http://aztacosveganos.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Flower Child",american_restaurant,1248,"https://www.iamaflowerchild.com/locations/phoenix-az-arcadia/?utm_source=Google&utm_medium=Organic&utm_campaign=Maps","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Barro's Pizza",pizza_restaurant,1168,"https://barrospizza.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Centrico",mexican_restaurant,1168,"http://centricophx.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Tacos Calafia North",mexican_restaurant,1144,"https://tacoscalafia.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Via Delosantos",mexican_restaurant,1121,"http://viadelosantosaz.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Pizza A Metro",italian_restaurant,1119,"https://www.pizzametroaz.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Someburros",restaurant,1034,"https://www.someburros.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Tutti Santi Ristorante by Nina",italian_restaurant,1005,"https://www.tuttisantiphoenix.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Gus's World Famous Fried Chicken",chicken_restaurant,1000,"http://gusfriedchicken.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Pizza By Napoli",pizza_restaurant,989,"https://pizzabynapoliphoenix.com/?utm_source=gbp","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Barro's Pizza",pizza_restaurant,941,"https://barrospizza.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Abacus Inn Chinese Restaurant",chinese_restaurant,930,"https://www.theabacusinn.com/","zero-HH cuisine (chinese_restaurant)"
"phoenix-central",hide,"Soup & Sausage Bistro",ukrainian_restaurant,911,"https://soupnsausagebistro.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Just Tacos and More",mexican_restaurant,903,"https://www.justtacosandmore.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Dragon Palace",chinese_restaurant,888,"https://www.dragonpalacephoenix.com/","zero-HH cuisine (chinese_restaurant)"
"phoenix-central",hide,"The Spice Sea",seafood_restaurant,843,"https://www.thespiceseaaz.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Rubio's Coastal Grill",mexican_restaurant,838,"https://www.rubios.com/restaurant-locations/arizona/phoenix-bell-rd","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Taco Viva",restaurant,833,"https://www.tacoviva.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Pinos Pizza Al Centro",italian_restaurant,828,"http://www.pinospizzaalcentrophoenix.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Rusconi's American Kitchen",american_restaurant,799,"http://rusconiskitchen.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Chase Sapphire Lounge by The Club PHX",restaurant,785,"http://chase.com/sapphireairportlounge?y_source=1_MTA4NjYwNDMwMi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Via Della Slice Shop",pizza_restaurant,783,"http://viadellapizza.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Chelsea's Kitchen",american_restaurant,767,"http://www.chelseaskitchenaz.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"L'amore Italian Restaurant",italian_restaurant,764,"http://www.lamoreitalian.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"TEG Torta Shop - Tortas El Güero",mexican_restaurant,753,"http://tegtortashop.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Irma's Kitchen LLC",mexican_restaurant,750,"https://irmaskitchonline.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Mariscos El Tiburon Seafood Restaurant",seafood_restaurant,705,"https://www.mariscoseltiburonllc.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Pane Bianco Central",italian_restaurant,692,"http://www.pizzeriabianco.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Bacanora PHX",mexican_restaurant,679,"https://www.bacanoraphx.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Sala Thai North Phoenix",thai_restaurant,678,"http://salathaiaz.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"El Super Taco",taco_restaurant,665,"https://elsupertacoaz.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Gus's World Famous Fried Chicken",chicken_restaurant,662,"https://www.gusfriedchicken.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"théa",mediterranean_restaurant,645,"https://www.globalambassadorhotel.com/restaurants/thea","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Cornish Pasty Co",british_restaurant,629,"http://www.cornishpastyco.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Taco Night & Tequila",mexican_restaurant,609,"https://taconighttequilaaz.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Michelina's Italian Restaurant",italian_restaurant,592,"http://michelinasrestaurant.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"El Zaguan Bistro",mexican_restaurant,552,"https://www.elzaguanbistro.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"California Fish Grill",seafood_restaurant,546,"https://www.cafishgrill.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Nee House Chinese Restaurant",chinese_restaurant,511,"https://www.neehousechinese.com/","zero-HH cuisine (chinese_restaurant)"
"phoenix-central",hide,"Le Âme",steak_house,507,"https://www.globalambassadorhotel.com/restaurants/leame","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Mensho Ramen",japanese_restaurant,491,"https://mensho.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Arizona American Italian Club",restaurant,484,"http://azaiclub.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Yin's Chinese Restaurant",chinese_restaurant,479,"http://www.yinschinesephoenix.com/","zero-HH cuisine (chinese_restaurant)"
"phoenix-central",hide,"King Salmon Midtown",sushi_restaurant,465,"http://www.kingsalmonsushi.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Corazón de Agave",mexican_restaurant,415,"https://corazondeagaverestaurant.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Nami Korean Kitchen & Sushi",korean_restaurant,374,"https://www.nami-koreankitchenaz.com/","zero-HH cuisine (korean_restaurant)"
"phoenix-central",hide,"Maskadores Taco Shop",mexican_restaurant,348,"https://www.clover.com/online-ordering/maskadores-taco-shop-8-phoenix","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"El Chullo Peruvian Restaurant & Bar",peruvian_restaurant,336,"https://www.elchullorestaurant.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Angel Thai Bistro",thai_restaurant,283,"http://www.angelthaiaz.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Fly Bye",pizza_restaurant,266,"https://flybyetogo.com/locations/phoenix-az-arcadia/?utm_source=Google&utm_medium=Organic&utm_campaign=Maps","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Szechwan Kitchen",chinese_restaurant,225,"https://www.szechwan-kitchen.com/","zero-HH cuisine (chinese_restaurant)"
"phoenix-central",hide,"Full Moon Izakaya",sushi_restaurant,221,"http://full-moon-izakaya.square.site/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Soy Hibachi",japanese_restaurant,193,"https://www.soyhibachi.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Pointe In Tyme",brunch_restaurant,175,"https://tapatiocliffshilton.com/dining/pointe-in-tyme/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Lydia's Kitchen & Market",restaurant,140,"http://www.lydiasphx.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Flower Child",american_restaurant,135,"https://www.iamaflowerchild.com/locations/flower-child-paradise-valley/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"THE POST",restaurant,76,"http://www.crowneplazaphx.com/dining/the-post?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Tortas El Rey",,,"http://tortaselreyphoenix.com/","restaurant w/ working site (alcohol-only policy)"
"phoenix-central",hide,"Vayal's Indian kitchen (RESTAURANT & CATERING)",,,"https://www.vayalskitchen.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Fogo de Chão Brazilian Steakhouse",brazilian_restaurant,19623,"https://fogodechao.com/location/san-jose/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"LUNA Mexican Kitchen - San Jose",mexican_restaurant,3747,"http://www.lunamexicankitchen.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Urban Plates",american_restaurant,3407,"https://urbanplates.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Smoking Pig BBQ",barbecue_restaurant,3375,"https://www.smokingpigbbq.net/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Eataly",italian_restaurant,3291,"https://www.eataly.com/us_en/stores/silicon-valley","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Dish N Dash",middle_eastern_restaurant,2988,"http://www.dishdash.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Henry's World Famous Hi-Life",steak_house,2615,"http://www.henryshilife.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"JOEY Valley Fair",restaurant,2398,"https://joeyrestaurants.com/location/joey-valley-fair","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Mariscos Costa Alegre",mexican_restaurant,2326,"http://www.mariscoscostaalegre.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Gen Korean BBQ House",korean_barbecue_restaurant,2315,"http://genkoreanbbq.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Black Angus Steakhouse",steak_house,2192,"https://blackangus.com/store/1083/Black%20Angus%20Blossom%20Hill","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Kenji Sushi",sushi_restaurant,2113,"https://order.mealkeyway.com/customer/release/index?mid=5676317252685a62315854444269395a636a704c54773d3d#/main","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Kukar's House Of Pizza",pizza_restaurant,1994,"http://kukarshouseofpizza.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Cicero's Pizza",pizza_restaurant,1645,"http://cicerospizza.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"The Kickin Crab",seafood_restaurant,1570,"https://thekickincrab.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"King's Fish House",seafood_restaurant,1450,"https://www.kingsfishhouse.com/sanjose","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Sam's Bar-B-Que",barbecue_restaurant,1432,"http://samsbbq.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Cha Cha Sushi",sushi_restaurant,1407,"http://www.chachasushi.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Mariscos Costa Alegre - Alum Rock",seafood_restaurant,1388,"https://www.mariscoscostaalegre.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Las Cazuelas Restaurant",mexican_restaurant,1356,"http://lascazuelasrestaurants.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Okayama Sushi #1",sushi_restaurant,1318,"https://okayamasushi.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"La Cueva",mexican_restaurant,1313,"https://la-cueva-mex-grill.restaurants-world.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Gen Korean BBQ House",korean_barbecue_restaurant,1284,"https://www.genkoreanbbq.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Giorgio's Italian Food and Pizzeria",italian_restaurant,1233,"https://www.giorgiositalianfood.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Goku Korean BBQ & Hot Pot",hot_pot_restaurant,1227,"https://www.gokusanjose.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"TOSTADAS",mexican_restaurant,1172,"http://www.tostadassj.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Kazoo Sushi Boat – Japantown San Jose",sushi_restaurant,1160,"http://www.kazoorestaurant.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Jake’s of Saratoga",pizza_restaurant,1158,"https://www.jakessouthbay.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Dia De Pesca",seafood_restaurant,1148,"http://www.diadepesca.net/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Ramen Taka",ramen_restaurant,1147,"https://ramen-taka.shop/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Bill's Cafe",american_restaurant,1139,"http://www.billscafe.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Kumako Den",ramen_restaurant,1136,"https://www.kumakoramenden.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Antipasto's By De Rose",italian_restaurant,1092,"http://www.antipastosdeli.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Mendoza's Restaurant",mexican_restaurant,1091,"https://mendozasrestaurant.shop/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"JINYA Ramen Bar - San Jose",restaurant,1032,"https://www.jinyaramenbar.com/locations/san-jose/?utm_medium=soci&utm_source=gmb","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Cali Spartan Mexican Kitchen",mexican_restaurant,1026,"https://www.instagram.com/mexican.kitchen.est.2014?igsh=MzRlODBiNWFlZA==","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Terra",italian_restaurant,1001,"https://www.eataly.com/us_en/stores/silicon-valley/restaurants/terra-silicon-valley","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Mini Gourmet",american_restaurant,984,"http://minigourmet599.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Bibo's NY Pizza",pizza_restaurant,970,"https://www.bibosnypizza.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"The City Fish",seafood_restaurant,946,"https://www.cityfishco.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Frank & Furter’s Handcrafted Hot Dogs",hot_dog_restaurant,936,"https://frank-furters.com/?olonwp=JjBtp_vMLk25gkYh_bnoiQ","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Bijan Bakery And Cafe",restaurant,878,"https://bijanbakery.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Yas Restaurant",persian_restaurant,850,"https://yasrestaurant.net/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"El Taco de Oro",mexican_restaurant,835,"http://www.eltacodeoro.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Jack's Restaurant & Bar",american_restaurant,766,"https://www.ilovejacks.com/san-jose","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Castillo's Mexican Restaurant",mexican_restaurant,751,"https://www.castillosmexrestaurant.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Mariscos Pura Vitamina “Riviera”",seafood_restaurant,738,"http://laceibapromotion.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"John's of Willow Glen restaurant",american_restaurant,737,"https://www.johnsofwg.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Café San José",restaurant,731,"https://www.cafesanjose.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Laksana Thai Cuisine",thai_restaurant,725,"http://laksanathaicuisine.weebly.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Toast Cafe & Grill",brunch_restaurant,722,"https://toastcafeandgrill.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Tony & Alba’s Pizza and Pasta",italian_restaurant,717,"https://tonyandalbaspizza.com/?utm_source=google","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"California Fish Grill",seafood_restaurant,714,"https://order.cafishgrill.com/menu/?restaurantId=85","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Maya's Cafe",restaurant,703,"http://www.mayas-cafe.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Dan Izakaya Restaurant",japanese_izakaya_restaurant,698,"http://danizakayasanjose.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Pizza California",restaurant,694,"http://pizzacalifornia.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Sanraku",japanese_restaurant,687,"http://www.sanraku.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Udon Mugizo",japanese_restaurant,675,"http://mugizo-us.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Doña María",mexican_restaurant,670,"http://dona-maria-restaurant.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Sushi Heaven",sushi_restaurant,661,"http://www.sushiheavenca.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Three Flames",american_restaurant,658,"http://3flamesrestaurant.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Sorelle Italian Bistro",italian_restaurant,654,"http://www.sorelleitalianbistro.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Liuyishou Hot Pot (San Jose) 刘一手(圣何塞)",hot_pot_restaurant,651,"https://www.liuyishouna.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Blue Mango",thai_restaurant,648,"https://bluemangocuisine.com/?utm_source=google","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Senro Sushi",sushi_restaurant,646,"http://www.senrosushi.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"The Pizza Box",pizza_restaurant,646,"http://thepizzaboxsanjose.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"四姐 Special Noodle",chinese_noodle_restaurant,642,"https://www.ganjingworld.com/zh-CN/channel/1h336eehnq03M8tzRJNzsqn1G17i0c?&utm_medium=bestfood&utm_source=business&utm_campaign=channel","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Poke House",hawaiian_restaurant,629,"https://www.poke.house/locations/poke-hostetter-san-jose","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Khaosan Thai Restaurant",thai_restaurant,625,"https://www.khaosanthaisj.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"La Foret",french_restaurant,624,"https://www.laforetrestaurant.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Premier Pizza",pizza_restaurant,621,"https://premier-pizza.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Country Inn Cafe",diner,617,"https://www.countryinncafe.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"SUSHI KOYA",japanese_restaurant,617,"https://www.sushikoyasj.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Ramen Hajime",ramen_restaurant,616,"https://order.toasttab.com/online/ramen-hajime-5229-stevens-creek-blvd/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Orale Baja Mexican Restaurant",mexican_restaurant,615,"https://www.oralebaja.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"El bumangues",colombian_restaurant,609,"https://elbumanguesca.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Nick the Greek",greek_restaurant,605,"http://www.nickthegreek.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"TGI's Sushi",sushi_restaurant,590,"http://www.tgisushi.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Kategna Ethiopian Restaurant",ethiopian_restaurant,587,"https://www.kategna.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Tomato Thyme",italian_restaurant,568,"https://www.tomato-thyme.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Back A Yard Caribbean Grill",restaurant,567,"https://backayard.net/restaurantmenu/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Birria Patro Jaramillo",mexican_restaurant,565,"https://m.facebook.com/birriapatrojaramillo/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"El Amigo Burrito",mexican_restaurant,552,"http://www.elamigoburrito.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"The Cup & Saucer",diner,546,"http://cupandsaucersanjose.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Pizza My Heart",pizza_restaurant,536,"https://www.pizzamyheart.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Fish's Wild",seafood_restaurant,531,"https://fishiswild.com/fishswildsanjose?utm_source=google","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Tacos al Pastor",mexican_restaurant,526,"http://www.tacosalpastorsj.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Okayama Express",japanese_restaurant,505,"https://www.okayama2587.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"TacoMania",taco_restaurant,496,"https://tacomaniainc.com/tacomaniaedenvale-19s0tk?utm_source=google","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Curry Pizza House San Jose Evergreen",pizza_restaurant,492,"https://evergreen.mycurrypizza.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Mesquite and Oak",restaurant,492,"http://www.mesquiteandoak.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Mariscos Costa Alegre Monterey Hwy",mexican_restaurant,484,"http://www.mariscoscostaalegre.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Ramen Champ",japanese_restaurant,484,"https://order.spoton.com/so-ramen-champ-24077/san-jose-ca/683de27b5472bdc4a4d2fec8","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"La Grullensa Restaurant",mexican_restaurant,479,"http://lagrullensa.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Freedom Burrito",mexican_restaurant,470,"https://freedomburrito.com/?utm_source=google","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Ristorante da Maria",italian_restaurant,459,"https://pizzadamaria.com/?utm_source=google","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Tacos Al Pastor 2",mexican_restaurant,453,"http://tacosalpastorsj.com/index.html","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Al Castello Ristorante Italiano",italian_restaurant,450,"http://www.alcastelloristorante.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Mojo Burger",restaurant,444,"http://www.mojoburger.com/?y_source=1_MTQ2OTg4NDctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Nick the Greek",greek_restaurant,440,"https://www.nickthegreek.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Tulum Mexican Kitchen",mexican_restaurant,425,"http://tulummexicankitchensanjose.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Angelo's Italian Restaurant",pizza_restaurant,422,"http://angelossanjose.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"La Terraza Grill & Bar",colombian_restaurant,420,"https://laterrazagrillsanjose.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Pizza Bocca Lupo",pizza_restaurant,400,"http://www.pizzaboccalupo.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Tandoori Pizza - San Jose",pizza_restaurant,396,"http://www.tandooripizza.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Momo Grill",asian_fusion_restaurant,394,"https://themomogrillca.com/","restaurant w/ working site (alcohol-only policy)"
"san-jose",hide,"Gojo Ethiopian Restaurant",restaurant,383,"http://gojoethiopiarestaurantsj.com/","restaurant w/ working site (alcohol-only policy)"
