city,name,primary_type,reviews,rating,action,outcome,website
phoenix-central,"Cornish Pasty Co",british_restaurant,629,4.6,hide,no_hh_found,http://www.cornishpastyco.com/
phoenix-central,"Taco Night & Tequila",mexican_restaurant,609,4.3,hide,no_hh_found,https://taconighttequilaaz.com/
phoenix-central,"Michelina's Italian Restaurant",italian_restaurant,592,4.8,hide,no_hh_found,http://michelinasrestaurant.com/
phoenix-central,"El Zaguan Bistro",mexican_restaurant,552,4.8,hide,no_hh_found,https://www.elzaguanbistro.com/
phoenix-central,"California Fish Grill",seafood_restaurant,546,4.5,hide,no_hh_found,https://www.cafishgrill.com/
phoenix-central,"Nee House Chinese Restaurant",chinese_restaurant,511,4.1,hide,no_hh_found,https://www.neehousechinese.com/
phoenix-central,"Le Âme",steak_house,507,4.6,hide,no_hh_found,https://www.globalambassadorhotel.com/restaurants/leame
phoenix-central,"Mensho Ramen",japanese_restaurant,491,4.7,hide,no_hh_found,https://mensho.com/
phoenix-central,"Arizona American Italian Club",restaurant,484,4.5,hide,no_hh_found,http://azaiclub.com/
phoenix-central,"Yin's Chinese Restaurant",chinese_restaurant,479,3.9,hide,no_hh_found,http://www.yinschinesephoenix.com/
phoenix-central,"King Salmon Midtown",sushi_restaurant,465,4.8,hide,no_hh_found,http://www.kingsalmonsushi.com/
phoenix-central,"Corazón de Agave",mexican_restaurant,415,4.6,hide,no_hh_found,https://corazondeagaverestaurant.com/
phoenix-central,"Nami Korean Kitchen & Sushi",korean_restaurant,374,4.8,hide,no_hh_found,https://www.nami-koreankitchenaz.com/
