tag,matched,name,url,snippet,notes
weak:op-hours-or-nav,30 am - 9 pm.,Lin Jia Asian Kitchen,https://www.linjiakitchen.com/,1:30 am - 9 pm. · Christmas Eve 11:30 to 9 pm · Christmas Day 3:00 pm -,
weak:op-hours-or-nav,special,Marzano,http://www.marzanorestaurant.com/blog-3-1/2025/11/22/oaklands-holiday-gathering-spot-italian-dining-at-marzano,"holidays make that feel extra special. Kids love our comforting dishes, parents appreciate the relax",
weak:op-hours-or-nav,special,MENSHO,https://www.menshopiedmont.com/,"clusive events, secret menus, special offers/discounts, loyalty rewards & more! · $500",
weak:op-hours-or-nav,special,Merritt House Cocktail Bar,http://merritthouseoak.com/,ideal setting for celebrating special occasions or corporate functions. Come Enjoy a Day at the Lake,
weak:op-hours-or-nav,5pm-10pm,Mua,https://muaoakland.com/,"ner Tuesday-Thursday, Sunday: 5pm-10pm Fridays and Saturday: 5pm-11pm Bar menu Tuesday-Thursday, Sun",
weak:op-hours-or-nav,special,North Light,http://northlight.bar/,ut. We can work with you on a special menu and playlist. Happy to discuss details and put a hold on,
weak:op-hours-or-nav,Special,Parkway Lounge,https://www.thenewparkway.com/about-2/special-events/,"bout Rentals Shop Reaching Us Special Events In addition to our diverse range of weekly offerings, t",
weak:op-hours-or-nav,specials,Philomena,https://www.philomenapizza.com/,ority access to giveaways and specials Bonus entries into monthly lottery (free pizza?! Yum!) Plenty,
weak:op-hours-or-nav,Special,Phnom Penh,http://www.phnompenhhouse.com/,"013. Photo: Preston Gannaway, Special To The Chronicle Check us out on: Check, Please! Bay Area Revi",
weak:op-hours-or-nav,special,Red Boy Pizza on Leimert,https://redboypizza.com/about-us,"nest herbs, spices, and other special ingredients, Red Boy Pizza produces the highest quality pizza",
weak:op-hours-or-nav,special,Red Boy Pizza Redwood Road,https://redboypizza.com/about-us,"nest herbs, spices, and other special ingredients, Red Boy Pizza produces the highest quality pizza",
weak:op-hours-or-nav,Specials,Rob Ben’s Restaurant & Lounge,https://robbensrestaurant.com/happy-hours-specials,p to main content Menu Drinks Specials Events Jobs Go to top Google page Google page Toggle navigati,
weak:op-hours-or-nav,daily,The Landing Café,https://www.oaklandzoo.org/dining,"00pm Tusker&#x27;s Grill Open daily, Tusker&#x27;s Grill is located in Parrott Plaza, right inside t",
weak:op-hours-or-nav,specials,The Starry Plough Pub,https://thestarryplough.com/food-drink/,d sharp cheddar for $1. Check specials board for rotating burger. Homemade Chicken Strips Fried chic,
weak:op-hours-or-nav,special,Top Hatters Kitchen and Bar,http://www.tophatterskitchen.com/,"sts first considering us as a special treat, but returning to us as a frequent affair. Reserve A Tab",
weak:op-hours-or-nav,11-9PM,Woo Can Cook,https://woocancook.com/eats,y: 11-7:30PM Tuesday-Saturday 11-9PM Sunday 9:30-7:30PM Sun>=1 · Sun>=8,
exclude-by-rule,6PM-1AM,811 Oakland Event Venue,https://www.811parliament.com/,ing Events JUNE 2026 JUNE 10 [6PM-1AM] Wednesday TICKETS RSVP JUNE 13 [10PM-2AM] Saturday TICKETS RS,
exclude-by-rule,happy hour,Continental Club,https://oaklandcontinentalclub.com/oakland-corporate-events-venue-buyout/,"to worry about a rival brand hosting a happy hour in the next room. Zero Distractions: Your brand controls every screen, every sp",
exclude-by-rule,Special,Hong Kong East Ocean Seafood Restaurant,https://www.hkeo.com/,andard Menu Bar Cocktail Menu Specialty Menu Dim Sum Dinner 點心 Dim Sum Lunch 點心 Banquets / Parties W,
exclude-by-rule,happy hours,Lovely’s,https://www.lovelysburgers.com/oakland,"space is ideal for company gatherings, happy hours, engagement parties, and birthday celebrations. Optional garage add ons: Priva",
exclude-by-rule,special,Montclair Golf Enterprises,https://montclairgc.com/,"r your next banquet, meeting, special event, or casual afternoon out. We’re open for lunch and dinne",
dead/notyet,Happy Hour,Obelisco Restaurant,http://obeliscorestaurant.com/,Happy Hour coming soon.... · Online Menu · /shop/online-menu/PECDCFSD5RSQ52B33LWMYOB7 · To,
